scene_stimulus,scene_label,scene_img,correct_key,thisN,thisTrialN,thisRepN,conditionFile,scene_image,scene_name,scene_present,spaceKey.keys,spaceKey.rt,spaceKey.duration,group,Image1,Image2,Image3,scene_name_showALL,key_p1_2.keys,key_p1_2.rt,key_p1_2.duration,scene_name_p2,key_part2.keys,key_part2.corr,key_part2.rt,key_part2.duration,qst_num,question,options,correct_answer,label_current,scene_again,scene_left,scene_right,key_rate_2.keys,key_rate_2.corr,key_rate_2.rt,key_rate_2.duration,key_question_2.keys,key_question_2.corr,key_question_2.rt,key_question_2.duration,key_sceneLearn.keys,key_sceneLearn.rt,key_sceneLearn.duration,scene_label_loader.thisRepN,scene_label_loader.thisTrialN,scene_label_loader.thisN,scene_label_loader.thisIndex,groups_loop.thisRepN,groups_loop.thisTrialN,groups_loop.thisN,groups_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,groups_loop_p1_2.thisRepN,groups_loop_p1_2.thisTrialN,groups_loop_p1_2.thisN,groups_loop_p1_2.thisIndex,part2_loop.thisRepN,part2_loop.thisTrialN,part2_loop.thisN,part2_loop.thisIndex,p3_scene_loop.thisRepN,p3_scene_loop.thisTrialN,p3_scene_loop.thisN,p3_scene_loop.thisIndex,p3_vis_loop.thisRepN,p3_vis_loop.thisTrialN,p3_vis_loop.thisN,p3_vis_loop.thisIndex,skip_loop.thisRepN,skip_loop.thisTrialN,skip_loop.thisN,skip_loop.thisIndex,loop_msg.thisRepN,loop_msg.thisTrialN,loop_msg.thisN,loop_msg.thisIndex,thisRow.t,notes,instructions_overall.started,text_instructions.started,key_welcome.started,instructions_overall.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,scene_label_2.started,scene_label_2.stopped,p1_instruction.started,txt_insturctions_p1.started,key_instructions_p1.started,p1_instruction.stopped,key_instructions_p1.keys,key_instructions_p1.rt,key_instructions_p1.duration,p1.started,trial_image.started,scene_name_part1.started,text_scenename.started,txt_memorize.started,spaceKey.started,p1.stopped,trials_loop.spaceKey.keys,trials_loop.spaceKey.rt,trials_loop.spaceKey.duration,p1_2_instructions.started,text_p1_2_instructions.started,key_p1_2_instructions.started,p1_2_instructions.stopped,key_p1_2_instructions.keys,key_p1_2_instructions.rt,key_p1_2_instructions.duration,p1_2_showALL_2.started,image_left.started,image_center.started,image_right.started,key_p1_2.started,txt_scenename_showALL.started,p1_2_showALL_2.stopped,groups_loop_p1_2.key_p1_2.keys,groups_loop_p1_2.key_p1_2.rt,groups_loop_p1_2.key_p1_2.duration,p1_3_instructions_wide.started,text_instructions_p1_3.started,key_instructions_p1_3.started,p1_3_instructions_wide.stopped,key_instructions_p1_3.keys,key_instructions_p1_3.rt,key_instructions_p1_3.duration,p1_compare.started,img1.started,img2.started,img3.started,img4.started,label1.started,label2.started,label3.started,label4.started,key_p1_compare.started,p1_compare.stopped,key_p1_compare.keys,key_p1_compare.rt,key_p1_compare.duration,p1_3_instructions_close.started,text_instructions_p1.started,key_instructions_p1_4.started,p1_3_instructions_close.stopped,key_instructions_p1_4.keys,key_instructions_p1_4.rt,key_instructions_p1_4.duration,p1_compare_2.started,img1_2.started,img2_2.started,img3_2.started,img4_2.started,label1_2.started,label2_2.started,label3_2.started,label4_2.started,key_p1_compare_2.started,p1_compare_2.stopped,key_p1_compare_2.keys,key_p1_compare_2.rt,key_p1_compare_2.duration,p2_instructions.started,text_instructions_part2.started,key_resp.started,p2_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,p2.started,scene_part2.started,p2.stopped,part2_question.started,text_part2_question.started,key_part2.started,part2_question.stopped,part2_loop.key_part2.keys,part2_loop.key_part2.corr,part2_loop.key_part2.rt,part2_loop.key_part2.duration,part2_feedback.started,text_part2_feedback.started,text_part2_feedback.stopped,part2_feedback.stopped,part3_instructions_2.started,text_part3_instructions_2.started,key_part3_instructions_2.started,part3_instructions_2.stopped,key_part3_instructions_2.keys,key_part3_instructions_2.rt,key_part3_instructions_2.duration,p3_reset_vis_vars.started,p3_reset_vis_vars.stopped,p3_skip_answered_questions.started,p3_skip_answered_questions.stopped,p3_blank1000.started,text.started,text.stopped,p3_blank1000.stopped,p3_visualize.started,text_p3_visualize.started,textbox_scene_name_2.started,p3_visualize.stopped,p3_rate.started,text_rate_2.started,key_rate_2.started,p3_rate.stopped,p3_vis_loop.key_rate_2.keys,p3_vis_loop.key_rate_2.corr,p3_vis_loop.key_rate_2.rt,p3_vis_loop.key_rate_2.duration,p3_question.started,text_question_2.started,text_option_2.started,key_question_2.started,text_5.started,p3_question.stopped,p3_vis_loop.key_question_2.keys,p3_vis_loop.key_question_2.corr,p3_vis_loop.key_question_2.rt,p3_vis_loop.key_question_2.duration,text_p3_visualize.stopped,textbox_scene_name_2.stopped,p3_study_again.started,study_scene_left.started,study_scene_right.started,study_name1_2.started,key_sceneLearn.started,text_6.started,text_7.started,p3_study_again.stopped,skip_loop.key_sceneLearn.keys,skip_loop.key_sceneLearn.rt,skip_loop.key_sceneLearn.duration,p3_correct_msg.started,text_next_scene_2.started,p3_correct_msg.stopped,text_next_scene_2.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,1,What was the color of seaweed in the scene?,"1.  Green-yellow
2. Reddish.
3. Dark green",1,Tulon,,stimuli/TESTscenes/UB_1.jpg,stimuli/TESTscenes/UB_2.jpg,3,0,1.2340519579593092,None,1,1,1.4139769999310374,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,101.26167916704435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2526268750662,101.25272154202685,101.25276091706473,101.26167916704435,102.25821108405944,102.2465329170227,102.24787454202306,102.25821108405944,102.25821108405944,106.24627379199956,106.24631679209415,106.25022566702683,106.25022566702683,107.48659804207273,3,0,1.2340519579593092,None,107.4997051670216,107.50832070899196,107.50832070899196,0.013048375025391579,107.50832070899196,108.9208468340803,1,1,1.4139769999310374,None,106.25022566702683,106.25022566702683,,,,,,,,,,,,,,,,510,001,2026-03-30_10h37.36.485,TEST_training_task,,2025.2.4,None,2026-03-30 10h37.37.428320 +0200,
,,,,2,2,0,,,,,,,,,,,,,,,,,,,,,0,What material primarily covered the ground?,"1. Fine white sand
2. Pebbles and small rocks
3. Flat stone slabs",2,Tulon,,stimuli/TESTscenes/UB_1.jpg,stimuli/TESTscenes/UB_2.jpg,3,0,1.7908060840563849,None,2,1,1.392759250011295,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,0,,,,,,,,,108.9337165420875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.92526024999097,108.92535054206382,108.92539062502328,108.9337165420875,109.93166524998378,109.91952620900702,109.92048299999442,109.93166524998378,109.93166524998378,113.91898508404847,113.91902279201895,113.92924108402804,113.92924108402804,115.73111954203341,3,0,1.7908060840563849,None,115.74488954199478,115.7530760000227,115.7530760000227,0.013673125067725778,115.7530760000227,117.14783520903438,2,1,1.392759250011295,None,113.92924108402804,113.92924108402804,,,,,,,,,,,,,,,,510,001,2026-03-30_10h37.36.485,TEST_training_task,,2025.2.4,None,2026-03-30 10h37.37.428320 +0200,
,,,,3,3,0,,,,,,,,,,,,,,,,,,,,,3,How did the ground look?,"1. Completely covered with rocks
 2. Mostly sandy with some rocks 
3. Covered with rocks except in the middle
4. Covered with rocks except on the sides",4,Tulon,,stimuli/TESTscenes/UB_1.jpg,stimuli/TESTscenes/UB_2.jpg,4,0,1.3290923329768702,None,4,1,1.8086902090581134,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,117.1614706250839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.15272950008512,117.15282045898493,117.15286304207984,117.1614706250839,118.15945908403955,118.14671595906839,118.148507083999,118.15945908403955,118.15945908403955,122.14599154202733,122.14602491701953,122.14957954199053,122.14957954199053,123.48155262507498,4,0,1.3290923329768702,None,123.4985586249968,123.50727345899213,123.50727345899213,0.016829916974529624,123.50727345899213,125.31421129207592,4,1,1.8086902090581134,None,122.14957954199053,122.14957954199053,,,,,,,,,,,,,,,,510,001,2026-03-30_10h37.36.485,TEST_training_task,,2025.2.4,None,2026-03-30 10h37.37.428320 +0200,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,0,0,0,125.33019095903728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.32152595906518,125.33019095903728,127.31329691701103,127.3368117089849,510,001,2026-03-30_10h37.36.485,TEST_training_task,,2025.2.4,None,2026-03-30 10h37.37.428320 +0200,
,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-30_10h37.36.485,TEST_training_task,,2025.2.4,None,2026-03-30 10h37.37.428320 +0200,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,What was the dominant ground texture throughout the scene?,"1. Green grass
2. Fallen leaves
3. Thick green moss
4. Shrubs and dirt",3,Negvi,None,stimuli/TESTscenes/JB_1.jpg,stimuli/TESTscenes/JB_2.jpg,3,0,1.1166755419690162,None,3,1,2.834107750095427,None,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,127.3368117089849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.31630708405282,127.31644075002987,127.33140154206194,127.33151070901658,127.33154675003607,127.3368117089849,128.36303325009067,128.3297452920815,128.3561584170675,128.36303325009067,128.36303325009067,132.33425775007345,132.3343100839993,132.3457816670416,132.3457816670416,133.46463529206812,3,0,1.1166755419690162,None,133.4797659170581,133.48851575003937,133.48851575003937,0.014974042074754834,133.48851575003937,136.32034745905548,3,1,2.834107750095427,None,,,,,,,,,,,,,,,,,,510,001,2026-03-30_10h37.36.485,TEST_training_task,,2025.2.4,None,2026-03-30 10h37.37.428320 +0200,
,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,1,"Were there flowers in this jungle? If yes, which color?","1. Yes, purple
2. Yes, red
3. No",3,Negvi,None,stimuli/TESTscenes/JB_1.jpg,stimuli/TESTscenes/JB_2.jpg,3,0,7.318692583939992,None,3,1,1.3317490420304239,None,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,1,,,,,,,,,136.33229883399326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.3246976250084,136.32478570903186,136.3248180419905,136.33229883399326,137.33144970901776,137.31909854209516,137.32008854206651,137.33144970901776,137.33144970901776,141.31819016707595,141.3182295000879,141.32946420903318,141.32946420903318,148.65302895905916,3,0,7.318692583939992,None,148.66594920901116,148.67431333404966,148.67431333404966,0.012858333066105843,148.67431333404966,150.00313266704325,3,1,1.3317490420304239,None,141.32946420903318,141.32946420903318,,,,,,,,,,,,,,,,510,001,2026-03-30_10h37.36.485,TEST_training_task,,2025.2.4,None,2026-03-30 10h37.37.428320 +0200,
,,,,2,2,0,,,,,,,,,,,,,,,,,,,,,2,What atmospheric condition defined the scene?,"1. Foggy and misty
2. Bright sunlight
3. Partly cloudy",1,Negvi,None,stimuli/TESTscenes/JB_1.jpg,stimuli/TESTscenes/JB_2.jpg,3,0,2.2073945419397205,None,1,1,2.1801069589564577,None,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,2,,,,,,,,,150.01505041704513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.00735145900398,150.00743545906153,150.00747166702058,150.01505041704513,151.01198562502395,151.00144795898814,151.00239183404483,151.01198562502395,151.01198562502395,154.99584916699678,154.99588304199278,154.9994248340372,154.9994248340372,157.21414879208896,3,0,2.2073945419397205,None,157.2263472090708,157.23522687505465,157.23522687505465,0.012186542036943138,157.23522687505465,159.41339070908725,1,1,2.1801069589564577,None,154.9994248340372,154.9994248340372,,,,,,,,,,,,,,,,510,001,2026-03-30_10h37.36.485,TEST_training_task,,2025.2.4,None,2026-03-30 10h37.37.428320 +0200,
,,,,3,3,0,,,,,,,,,,,,,,,,,,,,,3,What type of vegetation was most visually prominent?,"1. Wide wing-like trees and green leaves
2.Tall trees with vines and moss
3. Bright tropical flowers and open palm trees",2,Negvi,None,stimuli/TESTscenes/JB_1.jpg,stimuli/TESTscenes/JB_2.jpg,3,0,1.1385914590209723,None,2,1,3.909069374902174,None,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,3,,,,,,,,,159.42637724999804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.41802641702816,159.4181196669815,159.41815604199655,159.42637724999804,160.42499537498225,160.41275237500668,160.41437304206192,160.42499537498225,160.42499537498225,164.41250041709282,164.41253333399072,164.41611029207706,164.41611029207706,165.56465195899364,3,0,1.1385914590209723,None,165.58006920898333,165.5884168749908,165.5884168749908,0.01531625003553927,165.5884168749908,169.49733133404516,2,1,3.909069374902174,None,164.41611029207706,164.41611029207706,,,,,,,,,,,,,,,,510,001,2026-03-30_10h37.36.485,TEST_training_task,,2025.2.4,None,2026-03-30 10h37.37.428320 +0200,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,0,0,0,0,169.51109512499534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.50384950009175,169.51109512499534,171.49610641703475,171.5186847090954,510,001,2026-03-30_10h37.36.485,TEST_training_task,,2025.2.4,None,2026-03-30 10h37.37.428320 +0200,
,,,,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-30_10h37.36.485,TEST_training_task,,2025.2.4,None,2026-03-30 10h37.37.428320 +0200,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,1,How did the water look like?,"1. Clear blue water with bright sunlight streaming through.
2. Murky and greenish with low visibility.
3. Slightly cloudy with muted light and no strong sun rays",1,Malbow,,stimuli/TESTscenes/UA_1.jpg,stimuli/TESTscenes/UA_2.jpg,3,0,1.5931790000759065,None,1,1,4.487815833068453,None,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,0,1,,,,,,,,,171.5186847090954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.49948320898693,171.4995859999908,171.5139705420006,171.5140529590426,171.51408604206517,171.5186847090954,172.5345675420249,172.50164154206868,172.52745120902546,172.5345675420249,172.5345675420249,176.51983283401933,176.51997116708662,176.52899720903952,176.52899720903952,178.1313408340793,3,0,1.5931790000759065,None,178.1482527500484,178.15779879200272,178.15779879200272,0.01670708297751844,178.15779879200272,182.64713758404832,1,1,4.487815833068453,None,,,,,,,,,,,,,,,,,,510,001,2026-03-30_10h37.36.485,TEST_training_task,,2025.2.4,None,2026-03-30 10h37.37.428320 +0200,
,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,0,How did the ground look?,"1. Completely covered with rocks. 
2. Mostly sandy with some rocks and corals. 
3. Covered by seaweed and corals.",2,Malbow,,stimuli/TESTscenes/UA_1.jpg,stimuli/TESTscenes/UA_2.jpg,3,0,4.3158209579996765,None,2,1,1.9359961670124903,None,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,1,1,0,,,,,,,,,182.66285529208835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.65213950001635,182.6522400000831,182.6522789170267,182.66285529208835,183.65892179205548,183.64581112505402,183.64734400005545,183.65892179205548,183.65892179205548,187.6456112090964,187.64565691701137,187.6493479590863,187.6493479590863,191.97033054206986,3,0,4.3158209579996765,None,191.98454008402769,191.99399929202627,191.99399929202627,0.014126540976576507,191.99399929202627,193.9302567919949,2,1,1.9359961670124903,None,187.6493479590863,187.6493479590863,,,,,,,,,,,,,,,,510,001,2026-03-30_10h37.36.485,TEST_training_task,,2025.2.4,None,2026-03-30 10h37.37.428320 +0200,
,,,,2,2,0,,,,,,,,,,,,,,,,,,,,,3,How open did the underwater space feel?,"1. Wide and open with lots of clear space between features
2. Very crowded with dense coral structures everywhere
3. Narrow and enclosed with plants surrounding the view",1,Malbow,,stimuli/TESTscenes/UA_1.jpg,stimuli/TESTscenes/UA_2.jpg,3,0,1.2215879999566823,None,1,1,4.791584042017348,None,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,2,2,3,,,,,,,,,193.9441818750929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.93505287508015,193.9351487919921,193.93518895900343,193.9441818750929,194.94113775005098,194.92919925006572,194.93070562498178,194.94113775005098,194.94113775005098,198.92864229204133,198.9286755840294,198.93221387499943,198.93221387499943,200.16329470905475,3,0,1.2215879999566823,None,200.1811363340821,200.18969745899085,200.18969745899085,0.017771833925507963,200.18969745899085,204.97992391709704,1,1,4.791584042017348,None,198.93221387499943,198.93221387499943,,,,,,,,,,,,,,,,510,001,2026-03-30_10h37.36.485,TEST_training_task,,2025.2.4,None,2026-03-30 10h37.37.428320 +0200,
,,,,3,3,0,,,,,,,,,,,,,,,,,,,,,2,Were there corals and seaweed? How did they look like?,"1. Green seaweed, no corals 
2. No seaweed, pink and orange corals. 
3. Yellow seaweed, colorful corals.",2,Malbow,,stimuli/TESTscenes/UA_1.jpg,stimuli/TESTscenes/UA_2.jpg,3,0,1.062105541001074,None,2,1,2.2879124999744818,None,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,3,3,2,,,,,,,,,204.99377800000366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.9846930000931,204.98478749999776,204.98482733406126,204.99377800000366,205.9905417499831,205.978699834086,205.98008620901965,205.9905417499831,205.9905417499831,209.97853116702754,209.97856479207985,209.98209787509404,209.98209787509404,211.04712195903994,3,0,1.062105541001074,None,211.062720292015,211.0712631670758,211.0712631670758,0.01549525000154972,211.0712631670758,213.3526089170482,2,1,2.2879124999744818,None,209.98209787509404,209.98209787509404,,,,,,,,,,,,,,,,510,001,2026-03-30_10h37.36.485,TEST_training_task,,2025.2.4,None,2026-03-30 10h37.37.428320 +0200,
,,,,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-30_10h37.36.485,TEST_training_task,,2025.2.4,None,2026-03-30 10h37.37.428320 +0200,
